day_index,date,history_days_used,candidate,method,quantile,margin_kw,historical_score,realized_candidate_score,mae_kw,daily_energy_error_kwh
156,2025-06-06,156,mean7_q85,mean7,0.85,457.6593750000004,7088.412297517866,12546.423910522142,246.33482100694448,2972.6409255952353
157,2025-06-07,157,mean7_q90,mean7,0.9,691.697702857143,7336.991557191023,6936.39556815867,231.00048759920642,-2438.7786404761905
158,2025-06-08,158,mean7_q90,mean7,0.9,734.0945714285713,7350.927040379252,14064.636761887614,669.0721446428571,-16057.73147142857
159,2025-06-09,159,mean7_q90,mean7,0.9,733.8373571428567,7699.958833619194,8341.956761052137,389.1790262896823,-9340.296630952376
160,2025-06-10,160,mean7_q85,mean7,0.85,508.7250957142864,7732.709801389681,5873.243885936741,246.07358082341287,-5382.266628333338
161,2025-06-11,161,mean7_q85,mean7,0.85,501.6825799999998,7708.497799391916,9853.908164115288,221.68850103174597,-2239.6902457142824
162,2025-06-12,162,mean7_q85,mean7,0.85,509.6032928571426,7711.337776607327,5870.3511847195205,270.02415143849197,-6423.35576785714
163,2025-06-13,163,mean7_q85,mean7,0.85,510.491634285714,7737.770632503554,6173.623356666525,271.156796547619,-5003.236520952379
164,2025-06-14,164,mean7_q85,mean7,0.85,525.5847614285713,7773.378489795993,6259.970262260498,351.1567251686508,-7485.847740714284
165,2025-06-15,165,mean7_q85,mean7,0.85,537.6910714285705,7833.246348521157,6941.7266263399915,325.111194444444,-7759.139347619035
166,2025-06-16,166,mean7_q85,mean7,0.85,540.3841399999997,7902.567201900965,6675.836278429044,297.34663394841255,-6894.3531347619
167,2025-06-17,167,mean7_q85,mean7,0.85,524.3215714285709,7931.908640739385,10865.88322359643,302.5341689484125,-4769.096659523801
168,2025-06-18,168,mean7_q85,mean7,0.85,526.7682971428571,8067.168969204341,8016.53459915114,356.45192496031746,-8554.846199047617
169,2025-06-19,169,mean7_q85,mean7,0.85,527.4827857142864,8118.50190601226,9635.84348659739,463.78488253968294,-11130.83718095239
170,2025-06-20,170,mean7_q85,mean7,0.85,513.5396514285709,8198.92123374147,6290.366978191615,419.1321421825394,-10059.171412380945
171,2025-06-21,171,mean7_q85,mean7,0.85,498.6954771428571,8176.8396217730315,6724.3869698784765,521.4642098214287,-12465.264713809524
172,2025-06-22,172,mean7_q85,mean7,0.85,499.15515142857106,8241.721781572285,8216.285009571377,368.5623018253966,-8614.657898095233
173,2025-06-23,173,mean7_q85,mean7,0.85,502.9797999999996,8403.49743100304,7522.1889445499955,372.68791874999977,-8876.308354761899
174,2025-06-24,174,mean7_q85,mean7,0.85,498.47871142857053,8512.251036993626,14155.90709148125,228.87624130952372,633.7516104762008
175,2025-06-25,175,mean7_q85,mean7,0.85,544.1445907142868,8791.903662029992,8929.92673778069,299.0485281299607,-5241.360142738111
176,2025-06-26,176,mean7_q85,mean7,0.85,528.8812785714282,8768.783571885904,7045.634910158327,347.90188477182505,-8339.706851190469
177,2025-06-27,177,mean7_q85,mean7,0.85,526.0528157142855,8818.133355450724,5151.256148655331,372.2428531448411,-8933.828475476186
